"","id_cliente","nome_cliente","segmento","cidade","estado","pais","mercado","regiao"
"867","JP-6135","Julie Prescott","Outros","Tabuk","Tabuk","Saudi Arabia","EMEA","EMEA"
"868","PB-9210","Phillip Breyer","Corporativo","Bene Beraq","Tel Aviv","Israel","EMEA","EMEA"
"869","LC-16960","Lindsay Castell","Outros","San Diego","California","United States","US","West"
"870","JC-15385","Jenna Caffey","Consumidor","London","England","United Kingdom","EU","North"
"871","IL-15100","Ivan Liston","Consumidor","Columbus","Indiana","United States","US","Central"
"872","SW-10245","Scot Wooten","Consumidor","Roodepoort","Gauteng","South Africa","Africa","Africa"
"873","CP-2340","Christine Phan","Corporativo","Rabat","Rabat-Salé-Zemmour-Zaer","Morocco","Africa","Africa"
"874","NS-18640","Noel Staavos","Corporativo","Christchurch","Canterbury","New Zealand","APAC","Oceania"
"875","TR-21325","Toby Ritter","Consumidor","José Bonifácio","São Paulo","Brazil","LATAM","South"
"876","NF-8385","Natalie Fritzler","Consumidor","Lusaka","Lusaka","Zambia","Africa","Africa"
"877","TZ-21580","Tracy Zic","Consumidor","Leeds","England","United Kingdom","EU","North"
"878","TB-11055","Ted Butterfield","Consumidor","Basra","Al Basrah","Iraq","EMEA","EMEA"
"879","AJ-10795","Anthony Johnson","Corporativo","Apple Valley","California","United States","US","West"
"880","GH-14485","Gene Hale","Corporativo","Richardson","Texas","United States","US","Central"
"881","AG-10300","Aleksandra Gannaway","Corporativo","Auckland","Auckland","New Zealand","APAC","Oceania"
"882","EH-3945","Eric Hoffmann","Consumidor","Cape Town","Western Cape","South Africa","Africa","Africa"
"883","JD-6150","Justin Deggeller","Corporativo","Cape Town","Western Cape","South Africa","Africa","Africa"
"884","KH-16360","Katherine Hughes","Consumidor","Louisville","Kentucky","United States","US","South"
"885","JB-6045","Julia Barnett","Outros","Kharkiv","Kharkiv","Ukraine","EMEA","EMEA"
"886","AH-585","Angele Hood","Consumidor","Mashhad","Razavi Khorasan","Iran","EMEA","EMEA"
"887","MS-7530","MaryBeth Skach","Consumidor","Antananarivo","Analamanga","Madagascar","Africa","Africa"
"888","HA-14905","Helen Abelman","Consumidor","Manila","National Capital","Philippines","APAC","Southeast Asia"
"889","JG-15310","Jason Gross","Corporativo","Denpasar","Bali","Indonesia","APAC","Southeast Asia"
"890","CD-1920","Carlos Daly","Consumidor","Mabopane","Gauteng","South Africa","Africa","Africa"
"891","TC-21535","Tracy Collins","Outros","Alice Springs","Northern Territory","Australia","APAC","Oceania"
"892","PB-9105","Peter Bühler","Consumidor","Ufa","Bashkortostan","Russia","EMEA","EMEA"
"893","AR-10405","Allen Rosenblatt","Corporativo","Franklin","Massachusetts","United States","US","East"
"894","NK-18490","Neil Knudson","Outros","Brisbane","Queensland","Australia","APAC","Oceania"
"895","MG-7695","Maureen Gnade","Consumidor","Mecca","Makkah","Saudi Arabia","EMEA","EMEA"
"896","AJ-10945","Ashley Jarboe","Consumidor","Reynosa","Tamaulipas","Mexico","LATAM","North"
"897","RS-19420","Ricardo Sperren","Corporativo","Seattle","Washington","United States","US","West"
"898","SC-20770","Stewart Carmichael","Corporativo","Philadelphia","Pennsylvania","United States","US","East"
"899","LM-17065","Liz MacKendrick","Consumidor","Jiaozuo","Henan","China","APAC","North Asia"
"900","DP-13000","Darren Powers","Consumidor","Kuala Lumpur","Kuala Lumpur","Malaysia","APAC","Southeast Asia"
"901","RD-9660","Robert Dilbeck","Outros","Al Mahallah al Kubra","Al Gharbiyah","Egypt","Africa","Africa"
"902","LB-16735","Larry Blacks","Consumidor","Santo Domingo","Santo Domingo","Dominican Republic","LATAM","Caribbean"
"903","MZ-17515","Mary Zewe","Corporativo","Landskrona","Skåne","Sweden","EU","North"
"904","ER-3855","Elpida Rittenbach","Corporativo","Budapest","Budapest","Hungary","EMEA","EMEA"
"905","MS-17710","Maurice Satty","Consumidor","Bath","England","United Kingdom","EU","North"
"906","LC-6960","Lindsay Castell","Outros","Lome","Maritime","Togo","Africa","Africa"
"907","GZ-14545","George Zrebassa","Corporativo","Palaiseau","Ile-de-France","France","EU","Central"
"908","JK-5625","Jim Karlsson","Consumidor","Kinshasa","Kinshasa","Democratic Republic of the Congo","Africa","Africa"
"909","JJ-15760","Joel Jenkins","Outros","Montreuil","Ile-de-France","France","EU","Central"
"910","CA-2265","Christina Anderson","Consumidor","Sofia","Sofiya-Grad","Bulgaria","EMEA","EMEA"
"911","CC-2220","Chris Cortes","Consumidor","Toronto","Ontario","Canada","Canada","Canada"
"912","KL-6555","Kelly Lampkin","Corporativo","Hurghada","Al Bahr Al Ahmar","Egypt","Africa","Africa"
"913","CS-2175","Charles Sheldon","Corporativo","Arusha","Arusha","Tanzania","Africa","Africa"
"914","KL-16555","Kelly Lampkin","Corporativo","Greensboro","North Carolina","United States","US","South"
"915","RD-9810","Ross DeVincentis","Outros","Nouakchott","Nouakchott","Mauritania","Africa","Africa"
"916","AJ-945","Ashley Jarboe","Consumidor","Saint-Louis","Saint-Louis","Senegal","Africa","Africa"
"917","CC-2685","Craig Carroll","Consumidor","George","Western Cape","South Africa","Africa","Africa"
"918","LO-17170","Lori Olson","Corporativo","Sindelfingen","Baden-Württemberg","Germany","EU","Central"
"919","DE-13255","Deanra Eno","Outros","Villa Nueva","Guatemala","Guatemala","LATAM","Central"
"920","RF-9345","Randy Ferguson","Corporativo","Riyadh","Ar Riyad","Saudi Arabia","EMEA","EMEA"
"921","SC-20020","Sam Craven","Consumidor","Douai","Nord-Pas-de-Calais","France","EU","Central"
"922","DW-13585","Dorothy Wardle","Corporativo","Fukuyama","Hiroshima","Japan","APAC","North Asia"
"923","EM-4065","Erin Mull","Consumidor","Yaounde","Centre","Cameroon","Africa","Africa"
"924","TD-20995","Tamara Dahlen","Consumidor","San Diego","California","United States","US","West"
"925","BD-11320","Bill Donatelli","Consumidor","San Francisco","California","United States","US","West"
"926","CW-11905","Carl Weiss","Outros","Glasgow","Scotland","United Kingdom","EU","North"
"927","CK-2325","Christine Kargatis","Outros","Basra","Al Basrah","Iraq","EMEA","EMEA"
"928","BP-11095","Bart Pistole","Corporativo","Karlstad","Värmland","Sweden","EU","North"
"929","DV-3465","Dianna Vittorini","Consumidor","Karbala'","Karbala'","Iraq","EMEA","EMEA"
"930","MY-7380","Maribeth Yedwab","Corporativo","Riyadh","Ar Riyad","Saudi Arabia","EMEA","EMEA"
"931","PB-9150","Philip Brown","Consumidor","Hrodna","Hrodna","Belarus","EMEA","EMEA"
"932","AG-10390","Allen Goldenen","Consumidor","Wollongong","New South Wales","Australia","APAC","Oceania"
"933","KW-16570","Kelly Williams","Consumidor","Wigan","England","United Kingdom","EU","North"
"934","JF-5190","Jamie Frazer","Consumidor","Beykoz","Istanbul","Turkey","EMEA","EMEA"
"935","GB-14575","Giulietta Baptist","Consumidor","Columbia","South Carolina","United States","US","South"
"936","MR-7545","Mathew Reese","Outros","Mbandaka","Equateur","Democratic Republic of the Congo","Africa","Africa"
"937","MO-17950","Michael Oakman","Consumidor","Rome","Lazio","Italy","EU","South"
"938","TA-11385","Tom Ashbrook","Outros","Lusaka","Lusaka","Zambia","Africa","Africa"
"939","JM-5655","Jim Mitchum","Corporativo","Nzerekore","Nzérékoré","Guinea","Africa","Africa"
"940","JS-5880","John Stevenson","Consumidor","Zaria","Kaduna","Nigeria","Africa","Africa"
"941","HP-14815","Harold Pawlan","Outros","New York City","New York","United States","US","East"
"942","CS-12400","Christopher Schild","Outros","Bogotá","Bogota","Colombia","LATAM","South"
"943","DE-3255","Deanra Eno","Outros","Shumen","Shumen","Bulgaria","EMEA","EMEA"
"944","JD-6015","Joy Daniels","Consumidor","Kaduna","Kaduna","Nigeria","Africa","Africa"
"945","CR-2730","Craig Reiter","Consumidor","Cairo","Al Qahirah","Egypt","Africa","Africa"
"946","RC-9960","Ryan Crowe","Consumidor","Oran","Oran","Algeria","Africa","Africa"
"947","AO-10810","Anthony O'Donnell","Corporativo","Doncaster","England","United Kingdom","EU","North"
"948","TB-11250","Tim Brockman","Consumidor","Kigali","Kigali","Rwanda","Africa","Africa"
"949","RA-9285","Ralph Arnett","Consumidor","Adana","Adana","Turkey","EMEA","EMEA"
"950","MG-8205","Mitch Gastineau","Corporativo","Cape Town","Western Cape","South Africa","Africa","Africa"
"951","MY-8295","Muhammed Yedwab","Corporativo","Al Mahallah al Kubra","Al Gharbiyah","Egypt","Africa","Africa"
"952","SR-20425","Sharelle Roach","Outros","Augsburg","Bavaria","Germany","EU","Central"
"953","BT-1530","Bradley Talbott","Outros","North York","Ontario","Canada","Canada","Canada"
"954","LS-7245","Lynn Smith","Consumidor","Atakpame","Plateaux","Togo","Africa","Africa"
"955","AB-10255","Alejandro Ballentine","Outros","Hanoi","Th? Dô Hà N?i","Vietnam","APAC","Southeast Asia"
"956","TH-21115","Thea Hudgings","Corporativo","Kuala Lumpur","Kuala Lumpur","Malaysia","APAC","Southeast Asia"
"957","LC-6885","Lena Creighton","Consumidor","Kinshasa","Kinshasa","Democratic Republic of the Congo","Africa","Africa"
"958","AC-660","Anna Chung","Consumidor","Foumban","Ouest","Cameroon","Africa","Africa"
"959","EM-14095","Eudokia Martin","Corporativo","Versailles","Ile-de-France","France","EU","Central"
"960","BO-11350","Bill Overfelt","Corporativo","Bangalore","Karnataka","India","APAC","Central Asia"
"961","DM-3015","Darrin Martin","Consumidor","Borujerd","Lorestan","Iran","EMEA","EMEA"
"962","DD-13570","Dorothy Dickinson","Consumidor","Turin","Piedmont","Italy","EU","South"
"963","KN-16705","Kristina Nunn","Outros","Sydney","New South Wales","Australia","APAC","Oceania"
"964","HM-14980","Henry MacAllister","Consumidor","Los Angeles","California","United States","US","West"
"965","FM-4215","Filia McAdams","Corporativo","Casablanca","Grand Casablanca","Morocco","Africa","Africa"
"966","JO-15145","Jack O'Briant","Corporativo","Kita-ku","Osaka","Japan","APAC","North Asia"
"967","TC-11535","Tracy Collins","Outros","Likasi","Katanga","Democratic Republic of the Congo","Africa","Africa"
"968","JK-15205","Jamie Kunitz","Consumidor","Arlington","Virginia","United States","US","South"
"969","DA-3450","Dianna Arnett","Outros","Kinshasa","Kinshasa","Democratic Republic of the Congo","Africa","Africa"
"970","DB-12910","Daniel Byrd","Outros","Bradford","England","United Kingdom","EU","North"
"971","EH-4005","Erica Hernandez","Outros","Dakar","Dakar","Senegal","Africa","Africa"
"972","DN-13690","Duane Noonan","Consumidor","Ananindeua","Pará","Brazil","LATAM","South"
"973","AS-10135","Adrian Shami","Outros","Nagercoil","Tamil Nadu","India","APAC","Central Asia"
"974","MC-18130","Mike Caudle","Corporativo","Comodoro Rivadavia","Chubut","Argentina","LATAM","South"
"975","MM-18280","Muhammed MacIntyre","Corporativo","Bremen","Bremen","Germany","EU","Central"
"976","RL-9615","Rob Lucas","Consumidor","Riyadh","Ar Riyad","Saudi Arabia","EMEA","EMEA"
"977","MA-7560","Matt Abelman","Outros","Mamak","Ankara","Turkey","EMEA","EMEA"
"978","HG-4845","Harry Greene","Consumidor","Zhytomyr","Zhytomyr","Ukraine","EMEA","EMEA"
"979","PB-8805","Patrick Bzostek","Outros","Lublin","Lublin","Poland","EMEA","EMEA"
"980","RW-19630","Rob Williams","Corporativo","San Francisco","California","United States","US","West"
"981","BT-11440","Bobby Trafton","Consumidor","Manila","National Capital","Philippines","APAC","Southeast Asia"
"982","JC-5385","Jenna Caffey","Consumidor","Kerman","Kerman","Iran","EMEA","EMEA"
"983","HR-4770","Hallie Redmond","Outros","Jeddah","Makkah","Saudi Arabia","EMEA","EMEA"
"984","DB-3615","Doug Bickford","Consumidor","Lusaka","Lusaka","Zambia","Africa","Africa"
"985","JK-6120","Julie Kriz","Outros","Gdansk","Pomerania","Poland","EMEA","EMEA"
"986","SW-20455","Shaun Weien","Consumidor","Manukau City","Auckland","New Zealand","APAC","Oceania"
"987","GH-4425","Gary Hwang","Consumidor","Sale","Rabat-Salé-Zemmour-Zaer","Morocco","Africa","Africa"
"988","GB-4575","Giulietta Baptist","Consumidor","Johannesburg","Gauteng","South Africa","Africa","Africa"
"989","PA-19060","Pete Armstrong","Outros","Halle","Saxony-Anhalt","Germany","EU","Central"
"990","CA-2775","Cynthia Arntzen","Consumidor","Pretoria","Gauteng","South Africa","Africa","Africa"
"991","CV-12295","Christina VanderZanden","Consumidor","Santo Domingo","Santo Domingo","Dominican Republic","LATAM","Caribbean"
"992","PO-9180","Philisse Overcash","Outros","Kaduna","Kaduna","Nigeria","Africa","Africa"
"993","NC-18535","Nick Crebassa","Corporativo","Monterrey","Nuevo León","Mexico","LATAM","North"
"994","GZ-4470","Gary Zandusky","Consumidor","Lubumbashi","Katanga","Democratic Republic of the Congo","Africa","Africa"
"995","AM-360","Alice McCarthy","Corporativo","Ulan Bator","Ulaanbaatar","Mongolia","EMEA","EMEA"
"996","AA-480","Andrew Allen","Consumidor","Toronto","Ontario","Canada","Canada","Canada"
"997","TB-21595","Troy Blackwell","Consumidor","Madrid","Madrid","Spain","EU","South"
"998","KH-16630","Ken Heidel","Corporativo","Dresden","Saxony","Germany","EU","Central"
"999","TS-21655","Trudy Schmidt","Consumidor","El Paso","Texas","United States","US","Central"
"1000","CD-11980","Carol Darley","Consumidor","Tours","Centre","France","EU","Central"
"1001","DB-13360","Dennis Bolton","Outros","Araçatuba","São Paulo","Brazil","LATAM","South"
"1002","SK-9990","Sally Knutson","Consumidor","Vienna","Vienna","Austria","EMEA","EMEA"
"1003","PT-19090","Pete Takahito","Consumidor","Aschaffenburg","Bavaria","Germany","EU","Central"
"1004","EH-13990","Erica Hackney","Consumidor","Pune","Maharashtra","India","APAC","Central Asia"
"1005","ME-17725","Max Engle","Consumidor","Dallas","Texas","United States","US","Central"
"1006","ZD-21925","Zuschuss Donatelli","Consumidor","Madero","Tamaulipas","Mexico","LATAM","North"
"1007","MW-8235","Mitch Willingham","Corporativo","Kramators'k","Donetsk","Ukraine","EMEA","EMEA"
"1008","BP-11050","Barry Pond","Corporativo","London","England","United Kingdom","EU","North"
"1009","RC-19960","Ryan Crowe","Consumidor","Ashford","England","United Kingdom","EU","North"
"1010","PN-8775","Parhena Norris","Outros","Bouake","Vallee Du Bandama","Cote d'Ivoire","Africa","Africa"
"1011","CB-12535","Claudia Bergmann","Corporativo","Foggia","Apulia","Italy","EU","South"
"1012","LR-7035","Lisa Ryan","Corporativo","Antananarivo","Analamanga","Madagascar","Africa","Africa"
"1013","JG-5160","James Galang","Consumidor","Kazerun","Fars","Iran","EMEA","EMEA"
"1014","SC-10845","Sung Chung","Consumidor","Nouakchott","Nouakchott","Mauritania","Africa","Africa"
"1015","DK-13225","Dean Katz","Corporativo","New York City","New York","United States","US","East"
"1016","CG-2520","Claire Gute","Consumidor","Buzau","Buzau","Romania","EMEA","EMEA"
"1017","RS-19870","Roy Skaria","Outros","Landerneau","Brittany","France","EU","Central"
"1018","DK-2835","Damala Kotsonis","Corporativo","Saida","Saida","Algeria","Africa","Africa"
"1019","CM-2385","Christopher Martinez","Consumidor","Quelimane","Zambezia","Mozambique","Africa","Africa"
"1020","JE-5745","Joel Eaton","Consumidor","Prague","Prague","Czech Republic","EMEA","EMEA"
"1021","CA-1965","Carol Adams","Corporativo","Ploiesti","Prahova","Romania","EMEA","EMEA"
"1022","Dl-3600","Dorris liebe","Corporativo","Baghdad","Baghdad","Iraq","EMEA","EMEA"
"1023","DL-2865","Dan Lawera","Consumidor","Kassala","Kassala","Sudan","Africa","Africa"
"1024","CM-2445","Chuck Magee","Consumidor","Hradec Kralove","Hradec Kralove","Czech Republic","EMEA","EMEA"
"1025","DB-13270","Deborah Brumfield","Outros","Providence","Rhode Island","United States","US","East"
"1026","EB-4110","Eugene Barchas","Consumidor","Bamako","Bamako","Mali","Africa","Africa"
"1027","BD-11620","Brian DeCherney","Consumidor","Fuengirola","Andalusía","Spain","EU","South"
"1028","MN-7935","Michael Nguyen","Consumidor","Kopeysk","Chelyabinsk","Russia","EMEA","EMEA"
"1029","DB-2910","Daniel Byrd","Outros","Ndola","Copperbelt","Zambia","Africa","Africa"
"1030","LH-7155","Logan Haushalter","Consumidor","Sumy","Sumy","Ukraine","EMEA","EMEA"
"1031","JS-5940","Joni Sundaresam","Outros","Riyadh","Ar Riyad","Saudi Arabia","EMEA","EMEA"
"1032","GH-4410","Gary Hansen","Outros","Safi","Doukkala-Abda","Morocco","Africa","Africa"
"1033","SC-10380","Shahid Collister","Consumidor","Mahajanga","Boeny","Madagascar","Africa","Africa"
"1034","SL-10155","Sara Luxemburg","Outros","Bouake","Vallee Du Bandama","Cote d'Ivoire","Africa","Africa"
"1035","EK-3795","Eileen Kiefer","Outros","Dayr az Zawr","Dayr Az Zawr","Syria","EMEA","EMEA"
"1036","PH-8790","Patricia Hirasaki","Outros","Irkutsk","Irkutsk","Russia","EMEA","EMEA"
"1037","HD-4785","Harold Dahlen","Outros","Cape Town","Western Cape","South Africa","Africa","Africa"
"1038","CM-2190","Charlotte Melton","Consumidor","Nouakchott","Nouakchott","Mauritania","Africa","Africa"
"1039","AR-570","Anemone Ratner","Consumidor","Shiraz","Fars","Iran","EMEA","EMEA"
"1040","BT-1305","Beth Thompson","Outros","Severodvinsk","Arkhangel'sk","Russia","EMEA","EMEA"
"1041","MH-7785","Maya Herman","Corporativo","Soweto","Gauteng","South Africa","Africa","Africa"
"1042","SC-10260","Scott Cohen","Corporativo","Khorramabad","Lorestan","Iran","EMEA","EMEA"
"1043","LW-7125","Liz Willingham","Consumidor","Mombasa","Coast","Kenya","Africa","Africa"
"1044","SM-10905","Susan MacKendrick","Consumidor","Koidu","Eastern","Sierra Leone","Africa","Africa"
"1045","TT-21265","Tim Taslimi","Corporativo","Suihua","Heilongjiang","China","APAC","North Asia"
"1046","EJ-3720","Ed Jacobs","Consumidor","Behbahan","Khuzestan","Iran","EMEA","EMEA"
"1047","RS-9765","Roland Schwarz","Corporativo","Accra","Greater Accra","Ghana","Africa","Africa"
"1048","EM-4095","Eudokia Martin","Corporativo","Oradea","Bihor","Romania","EMEA","EMEA"
"1049","AJ-10960","Astrea Jones","Consumidor","Paris","Ile-de-France","France","EU","Central"
"1050","BD-1770","Bryan Davis","Consumidor","Trabzon","Trabzon","Turkey","EMEA","EMEA"
"1051","BE-1410","Bobby Elias","Consumidor","Kindia","Kindia","Guinea","Africa","Africa"
"1052","KC-6255","Karen Carlisle","Corporativo","Tanta","Al Gharbiyah","Egypt","Africa","Africa"
"1053","DV-3045","Darrin Van Huff","Corporativo","Oleksandriya","Kirovohrad","Ukraine","EMEA","EMEA"
"1054","JD-5895","Jonathan Doherty","Corporativo","Mississauga","Ontario","Canada","Canada","Canada"
"1055","JM-5865","John Murray","Consumidor","L'viv","L'viv","Ukraine","EMEA","EMEA"
"1056","JK-5205","Jamie Kunitz","Consumidor","Porto-Novo","Ouémé","Benin","Africa","Africa"
"1057","CL-2700","Craig Leslie","Outros","Abidjan","Lagunes","Cote d'Ivoire","Africa","Africa"
"1058","GG-4650","Greg Guthrie","Corporativo","Ivanovo","Ivanovo","Russia","EMEA","EMEA"
"1059","LS-6945","Linda Southworth","Corporativo","Alexandria","Al Iskandariyah","Egypt","Africa","Africa"
"1060","JL-5850","John Lucas","Consumidor","Denizli","Denizli","Turkey","EMEA","EMEA"
"1061","VP-11760","Victoria Pisteka","Corporativo","Kaluga","Kaluga","Russia","EMEA","EMEA"
"1062","NF-8595","Nicole Fjeld","Outros","Algiers","Alger","Algeria","Africa","Africa"
"1063","LE-16810","Laurel Elliston","Consumidor","Hobart","Tasmania","Australia","APAC","Oceania"
"1064","JJ-5445","Jennifer Jackson","Consumidor","Accra","Greater Accra","Ghana","Africa","Africa"
"1065","CS-2130","Chad Sievert","Consumidor","Istanbul","Istanbul","Turkey","EMEA","EMEA"
"1066","BM-1575","Brendan Murry","Corporativo","Nouakchott","Nouakchott","Mauritania","Africa","Africa"
"1067","AC-615","Ann Chong","Corporativo","Nairobi","Nairobi","Kenya","Africa","Africa"
"1068","HG-5025","Hunter Glantz","Consumidor","Alexandria","Al Iskandariyah","Egypt","Africa","Africa"
"1069","TB-11400","Tom Boeckenhauer","Consumidor","Kankan","Kankan","Guinea","Africa","Africa"
"1070","RB-9330","Randy Bradley","Consumidor","Casablanca","Grand Casablanca","Morocco","Africa","Africa"
"1071","JP-5460","Jennifer Patt","Corporativo","Mashhad","Razavi Khorasan","Iran","EMEA","EMEA"
"1072","JL-5175","James Lanier","Outros","Pretoria","Gauteng","South Africa","Africa","Africa"
"1073","AA-315","Alex Avila","Consumidor","Hrodna","Hrodna","Belarus","EMEA","EMEA"
"1074","TS-11370","Todd Sumrall","Corporativo","Melitopol'","Zaporizhzhya","Ukraine","EMEA","EMEA"
"1075","SS-10140","Saphhira Shifley","Corporativo","Baghdad","Baghdad","Iraq","EMEA","EMEA"
"1076","DP-3000","Darren Powers","Consumidor","Kaluga","Kaluga","Russia","EMEA","EMEA"
"1077","JS-5685","Jim Sink","Corporativo","Ashqelon","Southern","Israel","EMEA","EMEA"
"1078","PW-19240","Pierre Wener","Consumidor","Columbia","Maryland","United States","US","East"
"1079","NW-8400","Natalie Webber","Consumidor","Sarajevo","Federation of Bosnia and Herzegovina","Bosnia and Herzegovina","EMEA","EMEA"
"1080","TS-11340","Toby Swindell","Consumidor","Bissau","Bissau","Guinea-Bissau","Africa","Africa"
"1081","JH-5985","Joseph Holt","Consumidor","Luanda","Luanda","Angola","Africa","Africa"
"1082","NG-8355","Nat Gilpin","Corporativo","Monrovia","Montserrado","Liberia","Africa","Africa"
"1083","FP-14320","Frank Preis","Consumidor","Brisbane","Queensland","Australia","APAC","Oceania"
"1084","SH-20395","Shahid Hopkins","Consumidor","Antiguo Cuscatlán","La Libertad","El Salvador","LATAM","Central"
"1085","JP-16135","Julie Prescott","Outros","Coacalco","México","Mexico","LATAM","North"
"1086","JM-5250","Janet Martin","Consumidor","Kaduna","Kaduna","Nigeria","Africa","Africa"
"1087","MA-7995","Michelle Arnett","Outros","Luanda","Luanda","Angola","Africa","Africa"
"1088","DR-2940","Daniel Raglin","Outros","Beira","Sofala","Mozambique","Africa","Africa"
"1089","BF-1020","Barry Französisch","Corporativo","Yamoussoukro","Lacs","Cote d'Ivoire","Africa","Africa"
"1090","CS-2400","Christopher Schild","Outros","Djibouti","Djibouti","Djibouti","Africa","Africa"
"1091","JM-15535","Jessica Myrick","Consumidor","Saga","Saga","Japan","APAC","North Asia"
"1092","JS-15940","Joni Sundaresam","Outros","Amsterdam","North Holland","Netherlands","EU","Central"
"1093","AF-870","Art Ferguson","Consumidor","Mashhad","Razavi Khorasan","Iran","EMEA","EMEA"
"1094","NP-8670","Nora Paige","Consumidor","Johannesburg","Gauteng","South Africa","Africa","Africa"
"1095","SU-10665","Stephanie Ulpright","Outros","Nakuru","Rift Valley","Kenya","Africa","Africa"
"1096","RD-9585","Rob Dowd","Consumidor","Khartoum","Khartoum","Sudan","Africa","Africa"
"1097","TP-21565","Tracy Poddar","Corporativo","Farnborough","England","United Kingdom","EU","North"
"1098","LA-6780","Laura Armstrong","Corporativo","Lugoj","Timis","Romania","EMEA","EMEA"
"1099","LH-7020","Lisa Hazard","Consumidor","Kinshasa","Kinshasa","Democratic Republic of the Congo","Africa","Africa"
"1100","JE-5475","Jeremy Ellison","Consumidor","Khmel'nyts'kyy","Khmel'nyts'kyy","Ukraine","EMEA","EMEA"
"1101","ES-4080","Erin Smith","Corporativo","Rabat","Rabat-Salé-Zemmour-Zaer","Morocco","Africa","Africa"
"1102","EM-4140","Eugene Moren","Outros","Masjed Soleyman","Khuzestan","Iran","EMEA","EMEA"
"1103","DS-13030","Darrin Sayre","Outros","Managua","Managua","Nicaragua","LATAM","Central"
"1104","ZD-11925","Zuschuss Donatelli","Consumidor","Arbil","Arbil","Iraq","EMEA","EMEA"
"1105","JO-5550","Jesus Ocampo","Outros","Arbil","Arbil","Iraq","EMEA","EMEA"
"1106","TB-11595","Troy Blackwell","Consumidor","Chelyabinsk","Chelyabinsk","Russia","EMEA","EMEA"
"1107","GM-4500","Gene McClure","Consumidor","Benguela","Benguela","Angola","Africa","Africa"
"1108","DD-3570","Dorothy Dickinson","Consumidor","Pietermaritzburg","Kwazulu-natal","South Africa","Africa","Africa"
"1109","FH-4365","Fred Hopkins","Corporativo","Medina","Al Madinah","Saudi Arabia","EMEA","EMEA"
"1110","MK-18160","Mike Kennedy","Consumidor","Mangalore","Karnataka","India","APAC","Central Asia"
"1111","NM-8445","Nathan Mautz","Outros","Constanta","Constanta","Romania","EMEA","EMEA"
"1112","JF-5355","Jay Fein","Consumidor","Rafsanjan","Kerman","Iran","EMEA","EMEA"
"1113","BF-975","Barbara Fisher","Corporativo","Kigali","Kigali","Rwanda","Africa","Africa"
"1114","SS-20875","Sung Shariari","Consumidor","Kendari","Sulawesi Tenggara","Indonesia","APAC","Southeast Asia"
"1115","PF-9165","Philip Fox","Consumidor","Cotonou","Littoral","Benin","Africa","Africa"
"1116","SV-10365","Seth Vernon","Consumidor","Riyadh","Ar Riyad","Saudi Arabia","EMEA","EMEA"
"1117","BB-10990","Barry Blumstein","Corporativo","Santo Domingo","Santo Domingo","Dominican Republic","LATAM","Caribbean"
"1118","PW-9240","Pierre Wener","Consumidor","Alexandria","Al Iskandariyah","Egypt","Africa","Africa"
"1119","JF-15490","Jeremy Farry","Consumidor","Brisbane","Queensland","Australia","APAC","Oceania"
"1120","CW-1905","Carl Weiss","Outros","Beirut","Beirut","Lebanon","EMEA","EMEA"
"1121","LC-7140","Logan Currie","Consumidor","Surrey","British Columbia","Canada","Canada","Canada"
"1122","HK-4890","Heather Kirkland","Corporativo","Kryvyy Rih","Dnipropetrovs'k","Ukraine","EMEA","EMEA"
"1123","BT-1440","Bobby Trafton","Consumidor","Istanbul","Istanbul","Turkey","EMEA","EMEA"
"1124","RD-19810","Ross DeVincentis","Outros","Managua","Managua","Nicaragua","LATAM","Central"
"1125","KL-6645","Ken Lonsdale","Consumidor","Lagos","Lagos","Nigeria","Africa","Africa"
"1126","VG-11805","Vivek Grady","Corporativo","Jeddah","Makkah","Saudi Arabia","EMEA","EMEA"
"1127","PF-9225","Phillip Flathmann","Consumidor","Lodz","Lodz","Poland","EMEA","EMEA"
"1128","AB-15","Aaron Bergman","Consumidor","Mufulira","Copperbelt","Zambia","Africa","Africa"
"1129","LW-6990","Lindsay Williams","Corporativo","Mosul","Ninawa","Iraq","EMEA","EMEA"
"1130","PS-8970","Paul Stevenson","Outros","Sibiu","Sibiu","Romania","EMEA","EMEA"
"1131","LW-17125","Liz Willingham","Consumidor","Virginia Beach","Virginia","United States","US","South"
"1132","MC-7590","Matt Collister","Corporativo","Rabat","Rabat-Salé-Zemmour-Zaer","Morocco","Africa","Africa"
"1133","JO-15550","Jesus Ocampo","Outros","Tijuana","Baja California","Mexico","LATAM","North"
"1134","SJ-10125","Sanjit Jacobs","Outros","Cairo","Al Qahirah","Egypt","Africa","Africa"
"1135","SS-20515","Shirley Schmidt","Outros","Jayapura","Papua","Indonesia","APAC","Southeast Asia"
"1136","RB-19645","Robert Barroso","Corporativo","Torrevieja","Valenciana","Spain","EU","South"
"1137","BP-1050","Barry Pond","Corporativo","Abidjan","Lagunes","Cote d'Ivoire","Africa","Africa"
"1138","PG-8895","Paul Gonzalez","Consumidor","Yaroslavl'","Yaroslavl'","Russia","EMEA","EMEA"
"1139","RM-19750","Roland Murray","Consumidor","Novo Gama","Goiás","Brazil","LATAM","South"
"1140","KM-6225","Kalyca Meade","Corporativo","Zagreb","Grad Zagreb","Croatia","EMEA","EMEA"
"1141","AH-120","Adrian Hane","Outros","Johannesburg","Gauteng","South Africa","Africa","Africa"
"1142","BM-1785","Bryan Mills","Consumidor","Guelma","Guelma","Algeria","Africa","Africa"
